,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to,total
933,Switzerland,170.0,179.6,189.2,198.8,208.4,218.0,246.2,274.4,302.6,330.8,359.0,356.6,354.2,351.8,349.4,347.0,387.4,427.8,468.2,508.6,549.0,540.6,532.2,523.8,515.4,507.0,535.8,564.6,593.4,622.2,651.0,Norway,2801.0
934,Thailand,34.0,44.8,55.6,66.4,77.2,88.0,92.8,97.6,102.4,107.2,112.0,179.2,246.4,313.6,380.8,448.0,429.2,410.4,391.6,372.8,354.0,687.4,1020.8,1354.1999999999998,1687.6,2021.0,2423.0,2825.0,3227.0,3629.0,4031.0,Norway,7088.0
935,Turkey,437.0,471.0,505.0,539.0,573.0,607.0,612.8,618.6,624.4,630.2,636.0,824.4,1012.8,1201.2,1389.6,1578.0,1621.6,1665.2,1708.8,1752.4,1796.0,2088.6,2381.2,2673.8,2966.4,3259.0,3442.8,3626.6,3810.4,3994.2,4178.0,Norway,12491.0
936,United Kingdom,2500.0,2750.2,3000.4,3250.6,3500.8,3751.0,3663.2,3575.4,3487.6,3399.8,3312.0,3530.6,3749.2,3967.8,4186.4,4405.0,4499.6,4594.2,4688.8,4783.4,4878.0,4992.8,5107.6,5222.4,5337.2,5452.0,5692.8,5933.6,6174.4,6415.2,6656.0,Norway,30954.0
937,United States,2982.0,3080.8,3179.6,3278.4,3377.2,3476.0,3640.6,3805.2,3969.8,4134.4,4299.0,4349.8,4400.6,4451.4,4502.2,4553.0,4720.0,4887.0,5054.0,5221.0,5388.0,5326.2,5264.4,5202.6,5140.8,5079.0,5213.2,5347.4,5481.6,5615.8,5750.0,Norway,31527.0
938,Vietnam,241.0,344.4,447.8,551.2,654.6,758.0,895.4,1032.8,1170.2,1307.6,1445.0,1676.0,1907.0,2138.0,2369.0,2600.0,2796.2,2992.4,3188.6,3384.8,3581.0,3756.2,3931.4,4106.6,4281.8,4457.0,4633.6,4810.2,4986.8,5163.4,5340.0,Norway,18422.0
939,Australia,6126.0,6543.0,6960.0,7377.0,7794.0,8211.0,8435.4,8659.8,8884.2,9108.6,9333.0,9095.4,8857.8,8620.2,8382.6,8145.0,8911.8,9678.6,10445.4,11212.2,11979.0,12463.2,12947.4,13431.6,13915.8,14400.0,14668.4,14936.8,15205.2,15473.6,15742.0,New Zealand,73936.0
940,Austria,183.0,195.6,208.2,220.8,233.4,246.0,249.0,252.0,255.0,258.0,261.0,249.6,238.2,226.8,215.4,204.0,246.0,288.0,330.0,372.0,414.0,413.4,412.8,412.2,411.6,411.0,419.2,427.4,435.6,443.8,452.0,New Zealand,2171.0
941,Cameroon,570.0,672.0,774.0,876.0,978.0,1080.0,1153.8,1227.6,1301.4,1375.2,1449.0,1452.6,1456.2,1459.8,1463.4,1467.0,1532.4,1597.8,1663.2,1728.6,1794.0,2137.2,2480.4,2823.6,3166.8,3510.0,3330.0,3150.0,2970.0,2790.0,2610.0,New Zealand,12480.0
942,Canada,438.0,442.2,446.4,450.6,454.8,459.0,462.6,466.2,469.8,473.4,477.0,474.0,471.0,468.0,465.0,462.0,546.6,631.2,715.8,800.4,885.0,708.0,531.0,354.0,177.0,0.0,228.6,457.2,685.8,914.4,1143.0,New Zealand,3864.0
943,Chile,207.0,232.2,257.4,282.6,307.8,333.0,433.2,533.4,633.6,733.8,834.0,1100.4,1366.8,1633.1999999999998,1899.6,2166.0,2640.6,3115.2,3589.8,4064.4,4539.0,7444.2,10349.4,13254.599999999999,16159.8,19065.0,17548.2,16031.4,14514.6,12997.8,11481.0,New Zealand,38625.0
944,China,366.0,412.8,459.6,506.4,553.2,600.0,762.6,925.2,1087.8,1250.4,1413.0,1506.6,1600.2,1693.8,1787.4,1881.0,2737.2,3593.4,4449.6,5305.8,6162.0,5329.8,4497.6,3665.3999999999996,2833.2,2001.0,3835.4,5669.8,7504.200000000001,9338.6,11173.0,New Zealand,23596.0
945,"China, Hong Kong SAR",75.0,82.2,89.4,96.6,103.8,111.0,142.8,174.6,206.4,238.2,270.0,336.0,402.0,468.0,534.0,600.0,707.4,814.8,922.2,1029.6,1137.0,916.2,695.4,474.5999999999999,253.79999999999995,33.0,224.4,415.8,607.2,798.6,990.0,New Zealand,3216.0
946,Czech Republic,164.0,184.2,204.4,224.6,244.8,265.0,275.4,285.8,296.2,306.6,317.0,293.2,269.4,245.6,221.8,198.0,215.4,232.8,250.2,267.6,285.0,320.4,355.8,391.2,426.6,462.0,456.2,450.4,444.6,438.8,433.0,New Zealand,2124.0
947,Estonia,333.0,399.6,466.2,532.8,599.4,666.0,912.0,1158.0,1404.0,1650.0,1896.0,1806.6,1717.2,1627.8,1538.4,1449.0,1680.6,1912.2,2143.8,2375.4,2607.0,4013.4,5419.8,6826.200000000001,8232.6,9639.0,8716.0,7793.0,6870.0,5947.0,5024.0,New Zealand,21614.0
948,Fiji,459.0,507.0,555.0,603.0,651.0,699.0,850.8,1002.6,1154.4,1306.2,1458.0,1525.2,1592.4,1659.6,1726.8,1794.0,2199.6,2605.2,3010.8,3416.4,3822.0,3247.2,2672.4,2097.6000000000004,1522.8000000000002,948.0,2070.8,3193.6,4316.4,5439.2,6562.0,New Zealand,15742.0
949,"Gambia, The",366.0,480.0,594.0,708.0,822.0,936.0,1030.8,1125.6,1220.4,1315.2,1410.0,1351.8,1293.6,1235.4,1177.2,1119.0,1206.0,1293.0,1380.0,1467.0,1554.0,1993.2,2432.4,2871.6,3310.8,3750.0,3602.4,3454.8,3307.2,3159.6,3012.0,New Zealand,12147.0
950,Germany,300.0,292.2,284.4,276.6,268.8,261.0,267.0,273.0,279.0,285.0,291.0,295.2,299.4,303.6,307.8,312.0,491.4,670.8,850.2,1029.6,1209.0,1002.6,796.2,589.8,383.4,177.0,345.2,513.4,681.5999999999999,849.8,1018.0,New Zealand,3568.0
951,Hungary,762.0,813.6,865.2,916.8,968.4,1020.0,1105.8,1191.6,1277.4,1363.2,1449.0,1504.2,1559.4,1614.6,1669.8,1725.0,2044.8,2364.6,2684.4,3004.2,3324.0,5149.2,6974.4,8799.6,10624.8,12450.0,11740.6,11031.2,10321.8,9612.4,8903.0,New Zealand,29633.0
952,Iceland,213.0,247.2,281.4,315.6,349.8,384.0,392.4,400.8,409.2,417.6,426.0,405.6,385.2,364.8,344.4,324.0,371.4,418.8,466.2,513.6,561.0,742.2,923.4,1104.6,1285.8,1467.0,1366.4,1265.8,1165.2,1064.6,964.0,New Zealand,4339.0
953,India,642.0,652.2,662.4,672.6,682.8,693.0,775.8,858.6,941.4,1024.2,1107.0,1096.2,1085.4,1074.6,1063.8,1053.0,1382.4,1711.8,2041.1999999999998,2370.6,2700.0,2314.8,1929.6,1544.4,1159.2,774.0,1659.2,2544.4,3429.6000000000004,4314.8,5200.0,New Zealand,12169.0
954,Indonesia,285.0,271.8,258.6,245.4,232.2,219.0,223.8,228.6,233.4,238.2,243.0,303.0,363.0,423.0,483.0,543.0,673.2,803.4,933.5999999999999,1063.8,1194.0,1219.8,1245.6,1271.4,1297.2,1323.0,1348.0,1373.0,1398.0,1423.0,1448.0,New Zealand,5255.0
955,Iran,669.0,722.4,775.8,829.2,882.6,936.0,981.0,1026.0,1071.0,1116.0,1161.0,1119.6,1078.2,1036.8,995.4,954.0,1047.6,1141.2,1234.8,1328.4,1422.0,1593.6,1765.2,1936.8,2108.4,2280.0,2222.2,2164.4,2106.6,2048.8,1991.0,New Zealand,9413.0
956,Ireland,609.0,630.6,652.2,673.8,695.4,717.0,723.6,730.2,736.8,743.4,750.0,707.4,664.8,622.2,579.6,537.0,678.6,820.2,961.8,1103.4,1245.0,1083.6,922.2,760.8,599.4,438.0,585.8,733.6,881.4000000000001,1029.2,1177.0,New Zealand,5473.0
957,Italy,186.0,225.6,265.2,304.8,344.4,384.0,435.0,486.0,537.0,588.0,639.0,660.6,682.2,703.8,725.4,747.0,841.8,936.6,1031.4,1126.2,1221.0,1525.2,1829.4,2133.6,2437.8,2742.0,2641.0,2540.0,2439.0,2338.0,2237.0,New Zealand,8156.0
958,Japan,63.0,72.2,81.4,90.6,99.8,109.0,127.8,146.6,165.4,184.2,203.0,204.6,206.2,207.8,209.4,211.0,328.4,445.8,563.2,680.6,798.0,655.2,512.4,369.59999999999997,226.79999999999995,84.0,280.4,476.8,673.2,869.6,1066.0,New Zealand,2534.0
959,Kenya,87.0,90.6,94.2,97.8,101.4,105.0,122.4,139.8,157.2,174.6,192.0,405.0,618.0,831.0,1044.0,1257.0,1278.6,1300.2,1321.8,1343.4,1365.0,2389.8,3414.6,4439.4,5464.2,6489.0,5849.6,5210.2,4570.8,3931.4,3292.0,New Zealand,12787.0
960,Korea,4.0,13.2,22.4,31.599999999999998,40.8,50.0,49.2,48.4,47.6,46.8,46.0,138.8,231.6,324.4,417.2,510.0,880.2,1250.4,1620.6,1990.8,2361.0,1891.8,1422.6,953.4000000000001,484.20000000000005,15.0,874.6,1734.2,2593.8,3453.4,4313.0,New Zealand,7299.0
961,Madagascar,336.0,369.0,402.0,435.0,468.0,501.0,785.4,1069.8,1354.1999999999998,1638.6,1923.0,1842.6,1762.2,1681.8,1601.4,1521.0,1593.0,1665.0,1737.0,1809.0,1881.0,2398.2,2915.4,3432.6000000000004,3949.8,4467.0,4222.4,3977.8,3733.2,3488.6,3244.0,New Zealand,13873.0
962,Malaysia,162.0,155.4,148.8,142.2,135.6,129.0,195.0,261.0,327.0,393.0,459.0,486.6,514.2,541.8,569.4,597.0,708.0,819.0,930.0,1041.0,1152.0,921.6,691.2,460.79999999999995,230.39999999999998,0.0,311.6,623.2,934.8000000000001,1246.4,1558.0,New Zealand,4057.0
963,Nepal,1347.0,1674.8,2002.6,2330.4,2658.2,2986.0,3102.2,3218.4,3334.6,3450.8,3567.0,3311.4,3055.8,2800.2,2544.6,2289.0,2320.8,2352.6,2384.4,2416.2,2448.0,3355.2,4262.4,5169.6,6076.8,6984.0,6308.0,5632.0,4956.0,4280.0,3604.0,New Zealand,23225.0
964,Netherlands,2430.0,2406.0,2382.0,2358.0,2334.0,2310.0,2329.8,2349.6,2369.4,2389.2,2409.0,2334.6,2260.2,2185.8,2111.4,2037.0,2668.2,3299.4,3930.6000000000004,4561.8,5193.0,4154.4,3115.8,2077.2000000000003,1038.6000000000004,0.0,881.0,1762.0,2643.0,3524.0,4405.0,New Zealand,18784.0
965,Peru,108.0,190.8,273.6,356.4,439.2,522.0,777.6,1033.2,1288.8,1544.4,1800.0,1813.8,1827.6,1841.4,1855.2,1869.0,2040.0,2211.0,2382.0,2553.0,2724.0,3274.8,3825.6,4376.4,4927.2,5478.0,5320.2,5162.4,5004.6,4846.8,4689.0,New Zealand,17190.0
966,Philippines,129.0,154.8,180.6,206.4,232.2,258.0,284.4,310.8,337.2,363.6,390.0,375.6,361.2,346.8,332.4,318.0,423.0,528.0,633.0,738.0,843.0,802.2,761.4,720.6,679.8,639.0,808.4,977.8,1147.2,1316.6,1486.0,New Zealand,4063.0
967,Romania,126.0,139.6,153.2,166.8,180.4,194.0,184.2,174.4,164.6,154.8,145.0,160.6,176.2,191.8,207.4,223.0,302.6,382.2,461.79999999999995,541.4,621.0,790.2,959.4,1128.6,1297.8,1467.0,1458.8,1450.6,1442.4,1434.2,1426.0,New Zealand,4202.0
968,Saint Vincent and the Grenadines,465.0,733.2,1001.4,1269.6,1537.8,1806.0,2093.4,2380.8,2668.2,2955.6,3243.0,2867.4,2491.8,2116.2,1740.6,1365.0,1497.0,1629.0,1761.0,1893.0,2025.0,3485.4,4945.8,6406.200000000001,7866.6,9327.0,8070.0,6813.0,5556.0,4299.0,3042.0,New Zealand,21273.0
969,Samoa,918.0,1177.8,1437.6,1697.4,1957.2,2217.0,2316.6,2416.2,2515.8,2615.4,2715.0,2671.8,2628.6,2585.4,2542.2,2499.0,3289.8,4080.6,4871.4,5662.2,6453.0,5162.4,3871.8,2581.2000000000003,1290.6000000000004,0.0,1608.2,3216.4,4824.6,6432.8,8041.0,New Zealand,22843.0
970,Sierra Leone,129.0,156.0,183.0,210.0,237.0,264.0,327.0,390.0,453.0,516.0,579.0,573.6,568.2,562.8,557.4,552.0,593.4,634.8,676.2,717.6,759.0,895.2,1031.4,1167.6,1303.8,1440.0,1377.8,1315.6,1253.4,1191.2,1129.0,New Zealand,4852.0
971,Somalia,570.0,628.2,686.4,744.6,802.8,861.0,955.8,1050.6,1145.4,1240.2,1335.0,1485.6,1636.2,1786.8,1937.4,2088.0,2598.6,3109.2,3619.8,4130.4,4641.0,5848.2,7055.4,8262.6,9469.8,10677.0,10154.0,9631.0,9108.0,8585.0,8062.0,New Zealand,28234.0
972,South Africa,330.0,328.2,326.4,324.6,322.8,321.0,324.6,328.2,331.8,335.4,339.0,368.4,397.8,427.2,456.6,486.0,777.0,1068.0,1359.0,1650.0,1941.0,1587.6,1234.2,880.8000000000002,527.4000000000001,174.0,865.8,1557.6,2249.3999999999996,2941.2,3633.0,New Zealand,7224.0
973,Spain,135.0,150.0,165.0,180.0,195.0,210.0,279.6,349.2,418.79999999999995,488.4,558.0,593.4,628.8,664.2,699.6,735.0,820.2,905.4,990.6,1075.8,1161.0,1344.6,1528.2,1711.8,1895.4,2079.0,1976.2,1873.4,1770.6,1667.8,1565.0,New Zealand,6443.0
974,Sweden,171.0,216.6,262.2,307.8,353.4,399.0,423.6,448.2,472.8,497.4,522.0,502.2,482.4,462.6,442.8,423.0,442.8,462.6,482.4,502.2,522.0,604.2,686.4,768.6,850.8,933.0,911.4,889.8,868.2,846.6,825.0,New Zealand,3795.0
975,Syria,18.0,21.0,24.0,27.0,30.0,33.0,101.4,169.8,238.20000000000002,306.6,375.0,465.0,555.0,645.0,735.0,825.0,891.6,958.2,1024.8,1091.4,1158.0,1494.0,1830.0,2166.0,2502.0,2838.0,2654.6,2471.2,2287.8,2104.4,1921.0,New Zealand,7168.0
976,Taiwan,0.0,0.6,1.2,1.7999999999999998,2.4,3.0,39.0,75.0,111.0,147.0,183.0,212.4,241.8,271.2,300.6,330.0,484.8,639.6,794.4000000000001,949.2,1104.0,884.4,664.8,445.20000000000005,225.60000000000002,6.0,253.8,501.6,749.4000000000001,997.2,1245.0,New Zealand,2871.0
977,Tanzania,54.0,63.0,72.0,81.0,90.0,99.0,112.8,126.6,140.4,154.2,168.0,179.4,190.8,202.2,213.6,225.0,266.4,307.8,349.2,390.6,432.0,598.2,764.4,930.5999999999999,1096.8,1263.0,1200.0,1137.0,1074.0,1011.0,948.0,New Zealand,3189.0
978,Tonga,378.0,467.4,556.8,646.2,735.6,825.0,973.8,1122.6,1271.4,1420.2,1569.0,1545.0,1521.0,1497.0,1473.0,1449.0,1797.6,2146.2,2494.8,2843.4,3192.0,3350.4,3508.8,3667.2,3825.6,3984.0,4136.2,4288.4,4440.6,4592.8,4745.0,New Zealand,16142.0
979,United Kingdom,36048.0,38010.0,39972.0,41934.0,43896.0,45858.0,47353.8,48849.6,50345.4,51841.2,53337.0,51762.6,50188.2,48613.8,47039.4,45465.0,49435.2,53405.4,57375.6,61345.8,65316.0,66700.2,68084.4,69468.6,70852.8,72237.0,73689.0,75141.0,76593.0,78045.0,79497.0,New Zealand,397758.0
980,United States,1398.0,1491.0,1584.0,1677.0,1770.0,1863.0,1987.8,2112.6,2237.4,2362.2,2487.0,2593.8,2700.6,2807.4,2914.2,3021.0,3246.6,3472.2,3697.8,3923.4,4149.0,4496.4,4843.8,5191.2,5538.6,5886.0,5966.0,6046.0,6126.0,6206.0,6286.0,New Zealand,25090.0
981,Vietnam,126.0,147.6,169.2,190.8,212.4,234.0,247.2,260.4,273.6,286.8,300.0,293.4,286.8,280.2,273.6,267.0,339.6,412.2,484.79999999999995,557.4,630.0,669.0,708.0,747.0,786.0,825.0,851.6,878.2,904.8,931.4,958.0,New Zealand,3340.0
982,Zimbabwe,120.0,138.6,157.2,175.8,194.4,213.0,215.4,217.8,220.2,222.6,225.0,259.8,294.6,329.4,364.2,399.0,491.4,583.8,676.2,768.6,861.0,1113.0,1365.0,1617.0,1869.0,2121.0,2149.8,2178.6,2207.4,2236.2,2265.0,New Zealand,6204.0
983,Angola,6668.0,8284.4,9900.8,11517.2,13133.6,14750.0,15105.8,15461.6,15817.4,16173.2,16529.0,18319.2,20109.4,21899.6,23689.8,25480.0,27895.8,30311.6,32727.4,35143.2,37559.0,40930.0,44301.0,47672.0,51043.0,54414.0,58203.8,61993.6,65783.4,69573.2,73363.0,Portugal,228763.0
984,Belgium,112.0,136.6,161.2,185.8,210.4,235.0,232.2,229.4,226.6,223.8,221.0,250.2,279.4,308.6,337.8,367.0,410.6,454.2,497.8,541.4,585.0,636.4,687.8,739.2,790.6,842.0,895.0,948.0,1001.0,1054.0,1107.0,Portugal,3469.0
985,Brazil,1056.0,1419.6,1783.2,2146.8,2510.4,2874.0,3008.8,3143.6,3278.4,3413.2,3548.0,4006.0,4464.0,4922.0,5380.0,5838.0,6507.4,7176.8,7846.2,8515.6,9185.0,10006.0,10827.0,11648.0,12469.0,13290.0,14198.4,15106.8,16015.2,16923.6,17832.0,Portugal,53623.0
986,Canada,43.0,56.2,69.4,82.6,95.8,109.0,112.4,115.8,119.2,122.6,126.0,179.8,233.6,287.4,341.2,395.0,502.4,609.8,717.2,824.6,932.0,1014.2,1096.4,1178.6,1260.8,1343.0,1428.8,1514.6,1600.4,1686.2,1772.0,Portugal,4720.0
987,Cape Verde,862.0,997.8,1133.6,1269.4,1405.2,1541.0,1507.2,1473.4,1439.6,1405.8,1372.0,1484.0,1596.0,1708.0,1820.0,1932.0,2048.6,2165.2,2281.8,2398.4,2515.0,2745.2,2975.4,3205.6,3435.8,3666.0,3944.4,4222.8,4501.2,4779.6,5058.0,Portugal,16946.0
988,"China, Macao SAR",0.0,32.0,64.0,96.0,128.0,160.0,195.2,230.4,265.6,300.8,336.0,359.0,382.0,405.0,428.0,451.0,471.0,491.0,511.0,531.0,551.0,599.4,647.8,696.2,744.6,793.0,843.8,894.6,945.4,996.2,1047.0,Portugal,3338.0
989,"Congo, Dem. Rep. of the",326.0,382.4,438.8,495.2,551.6,608.0,594.2,580.4,566.6,552.8,539.0,547.8,556.6,565.4,574.2,583.0,553.0,523.0,493.0,463.0,433.0,471.6,510.2,548.8,587.4,626.0,667.8,709.6,751.4,793.2,835.0,Portugal,3950.0
990,"Congo, Rep. of the",61.0,70.8,80.6,90.4,100.2,110.0,106.2,102.4,98.6,94.8,91.0,118.8,146.6,174.4,202.2,230.0,282.4,334.8,387.2,439.6,492.0,535.8,579.6,623.4,667.2,711.0,758.8,806.6,854.4,902.2,950.0,Portugal,2645.0
991,France,458.0,574.2,690.4,806.6,922.8,1039.0,1050.2,1061.4,1072.6,1083.8,1095.0,1884.4,2673.8,3463.2,4252.6,5042.0,6671.4,8300.8,9930.2,11559.6,13189.0,14363.2,15537.4,16711.6,17885.8,19060.0,20341.8,21623.6,22905.4,24187.2,25469.0,Portugal,65352.0
992,Germany,520.0,618.6,717.2,815.8,914.4,1013.0,1000.2,987.4,974.6,961.8,949.0,1197.4,1445.8,1694.2,1942.6,2191.0,2646.4,3101.8,3557.2,4012.6,4468.0,4868.0,5268.0,5668.0,6068.0,6468.0,6912.8,7357.6,7802.4,8247.2,8692.0,Portugal,24301.0
993,Guinea-Bissau,0.0,65.2,130.4,195.60000000000002,260.8,326.0,414.6,503.2,591.8,680.4,769.0,921.6,1074.2,1226.8,1379.4,1532.0,1786.0,2040.0,2294.0,2548.0,2802.0,3061.8,3321.6,3581.4,3841.2,4101.0,4427.2,4753.4,5079.6,5405.8,5732.0,Portugal,15262.0
994,India,791.0,906.0,1021.0,1136.0,1251.0,1366.0,1320.2,1274.4,1228.6,1182.8,1137.0,1177.8,1218.6,1259.4,1300.2,1341.0,1327.6,1314.2,1300.8,1287.4,1274.0,1389.2,1504.4,1619.6,1734.8,1850.0,1983.4,2116.8,2250.2,2383.6,2517.0,Portugal,10276.0
995,Italy,151.0,177.6,204.2,230.8,257.4,284.0,277.0,270.0,263.0,256.0,249.0,268.6,288.2,307.8,327.4,347.0,367.0,387.0,407.0,427.0,447.0,486.8,526.6,566.4,606.2,646.0,689.8,733.6,777.4,821.2,865.0,Portugal,2989.0
996,Moldova,2.0,2.2,2.4,2.6,2.8,3.0,3.0,3.0,3.0,3.0,3.0,58.8,114.6,170.39999999999998,226.2,282.0,398.0,514.0,630.0,746.0,862.0,943.0,1024.0,1105.0,1186.0,1267.0,1373.0,1479.0,1585.0,1691.0,1797.0,Portugal,4216.0
997,Mozambique,4010.0,5033.4,6056.8,7080.2,8103.6,9127.0,9433.6,9740.2,10046.8,10353.4,10660.0,11588.6,12517.2,13445.8,14374.4,15303.0,16386.8,17470.6,18554.4,19638.2,20722.0,22574.4,24426.8,26279.2,28131.6,29984.0,32035.8,34087.6,36139.4,38191.2,40243.0,Portugal,130049.0
998,Netherlands,124.0,160.8,197.6,234.39999999999998,271.2,308.0,320.4,332.8,345.2,357.6,370.0,409.2,448.4,487.6,526.8,566.0,618.6,671.2,723.8,776.4,829.0,902.4,975.8,1049.2,1122.6,1196.0,1274.6,1353.2,1431.8,1510.4,1589.0,Portugal,4982.0
999,Romania,7.0,8.8,10.6,12.4,14.2,16.0,16.0,16.0,16.0,16.0,16.0,65.0,114.0,163.0,212.0,261.0,361.0,461.0,561.0,661.0,761.0,832.8,904.6,976.4,1048.2,1120.0,1214.2,1308.4,1402.6,1496.8,1591.0,Portugal,3772.0
1000,Russia,2.0,2.6,3.2,3.8,4.4,5.0,5.0,5.0,5.0,5.0,5.0,47.2,89.4,131.60000000000002,173.8,216.0,308.0,400.0,492.0,584.0,676.0,736.2,796.4,856.6,916.8,977.0,1042.2,1107.4,1172.6,1237.8,1303.0,Portugal,3184.0
1001,Sao Tome and Principe,262.0,316.8,371.6,426.4,481.2,536.0,541.6,547.2,552.8,558.4,564.0,631.8,699.6,767.4,835.2,903.0,998.0,1093.0,1188.0,1283.0,1378.0,1503.4,1628.8,1754.2,1879.6,2005.0,2152.6,2300.2,2447.8,2595.4,2743.0,Portugal,8391.0
1002,South Africa,52.0,69.8,87.6,105.4,123.2,141.0,149.4,157.8,166.2,174.6,183.0,285.6,388.2,490.79999999999995,593.4,696.0,902.2,1108.4,1314.6,1520.8,1727.0,1882.2,2037.4,2192.6,2347.8,2503.0,2679.4,2855.8,3032.2,3208.6,3385.0,Portugal,8687.0
1003,Spain,684.0,785.8,887.6,989.4,1091.2,1193.0,1135.8,1078.6,1021.4,964.2,907.0,998.0,1089.0,1180.0,1271.0,1362.0,1484.0,1606.0,1728.0,1850.0,1972.0,2142.4,2312.8,2483.2,2653.6,2824.0,2988.6,3153.2,3317.8,3482.4,3647.0,Portugal,12589.0
1004,Switzerland,90.0,104.6,119.2,133.8,148.4,163.0,157.2,151.4,145.6,139.8,134.0,156.4,178.8,201.2,223.6,246.0,282.6,319.2,355.8,392.4,429.0,467.2,505.4,543.6,581.8,620.0,661.6,703.2,744.8,786.4,828.0,Portugal,2510.0
1005,Timor Leste,146.0,173.2,200.4,227.6,254.8,282.0,280.0,278.0,276.0,274.0,272.0,290.4,308.8,327.2,345.6,364.0,379.6,395.2,410.8,426.4,442.0,481.6,521.2,560.8,600.4,640.0,684.2,728.4,772.6,816.8,861.0,Portugal,3007.0
1006,Ukraine,5.0,6.2,7.4,8.6,9.8,11.0,11.0,11.0,11.0,11.0,11.0,198.0,385.0,572.0,759.0,946.0,1335.0,1724.0,2113.0,2502.0,2891.0,3162.2,3433.4,3704.6,3975.8,4247.0,4598.2,4949.4,5300.6,5651.8,6003.0,Portugal,14114.0
1007,United Kingdom,585.0,720.8,856.6,992.4000000000001,1128.2,1264.0,1283.2,1302.4,1321.6,1340.8,1360.0,1463.2,1566.4,1669.6,1772.8,1876.0,1978.2,2080.4,2182.6,2284.8,2387.0,2600.6,2814.2,3027.8,3241.4,3455.0,3692.6,3930.2,4167.8,4405.4,4643.0,Portugal,15570.0
1008,United States,294.0,351.2,408.4,465.6,522.8,580.0,569.0,558.0,547.0,536.0,525.0,568.2,611.4,654.6,697.8,741.0,789.6,838.2,886.8,935.4,984.0,1069.4,1154.8,1240.2,1325.6,1411.0,1495.4,1579.8,1664.2,1748.6,1833.0,Portugal,6368.0
1009,Venezuela,111.0,187.2,263.4,339.6,415.8,492.0,551.6,611.2,670.8,730.4,790.0,945.4,1100.8,1256.2,1411.6,1567.0,1836.8,2106.6,2376.4,2646.2,2916.0,3174.6,3433.2,3691.8,3950.4,4209.0,4486.6,4764.2,5041.8,5319.4,5597.0,Portugal,15682.0
1010,Afghanistan,6.0,9.4,12.8,16.2,19.6,23.0,32.0,41.0,50.0,59.0,68.0,96.4,124.8,153.2,181.6,210.0,280.8,351.6,422.4,493.2,564.0,677.6,791.2,904.8,1018.4,1132.0,1323.2,1514.4,1705.6,1896.8,2088.0,Sweden,4091.0
1011,Algeria,165.0,174.6,184.2,193.8,203.4,213.0,241.0,269.0,297.0,325.0,353.0,370.6,388.2,405.8,423.4,441.0,465.6,490.2,514.8,539.4,564.0,583.6,603.2,622.8,642.4,662.0,708.8,755.6,802.4,849.2,896.0,Sweden,3294.0
1012,Argentina,296.0,312.4,328.8,345.2,361.6,378.0,421.4,464.8,508.2,551.6,595.0,612.8,630.6,648.4,666.2,684.0,714.8,745.6,776.4,807.2,838.0,882.2,926.4,970.6,1014.8,1059.0,1088.8,1118.6,1148.4,1178.2,1208.0,Sweden,5058.0
1013,Australia,70.0,80.0,90.0,100.0,110.0,120.0,148.6,177.2,205.8,234.4,263.0,283.0,303.0,323.0,343.0,363.0,402.2,441.4,480.6,519.8,559.0,593.6,628.2,662.8,697.4,732.0,772.4,812.8,853.2,893.6,934.0,Sweden,3041.0
1014,Austria,1473.0,1508.8,1544.6,1580.4,1616.2,1652.0,1802.0,1952.0,2102.0,2252.0,2402.0,2380.6,2359.2,2337.8,2316.4,2295.0,2284.6,2274.2,2263.8,2253.4,2243.0,2209.2,2175.4,2141.6,2107.8,2074.0,2126.4,2178.8,2231.2,2283.6,2336.0,Sweden,14475.0
1015,Bangladesh,62.0,74.4,86.8,99.2,111.6,124.0,154.6,185.2,215.8,246.4,277.0,311.2,345.4,379.6,413.8,448.0,509.2,570.4,631.6,692.8,754.0,808.0,862.0,916.0,970.0,1024.0,1106.8,1189.6,1272.4,1355.2,1438.0,Sweden,4127.0
1016,Bolivia,94.0,123.2,152.4,181.6,210.8,240.0,273.8,307.6,341.4,375.2,409.0,422.8,436.6,450.4,464.2,478.0,510.8,543.6,576.4,609.2,642.0,684.2,726.4,768.6,810.8,853.0,926.6,1000.2,1073.8,1147.4,1221.0,Sweden,3937.0
1017,Bosnia and Herzegovina,6271.0,6563.8,6856.6,7149.4,7442.2,7735.0,8296.4,8857.8,9419.2,9980.6,10542.0,13243.4,15944.8,18646.2,21347.6,24049.0,25099.6,26150.2,27200.8,28251.4,29302.0,30262.8,31223.6,32184.4,33145.2,34106.0,35154.4,36202.8,37251.2,38299.6,39348.0,Sweden,151353.0
1018,Brazil,120.0,131.4,142.8,154.2,165.6,177.0,209.8,242.6,275.4,308.2,341.0,381.6,422.2,462.8,503.4,544.0,597.4,650.8,704.2,757.6,811.0,891.6,972.2,1052.8,1133.4,1214.0,1350.4,1486.8,1623.2,1759.6,1896.0,Sweden,5103.0
1019,Bulgaria,188.0,200.0,212.0,224.0,236.0,248.0,305.6,363.2,420.8,478.4,536.0,606.6,677.2,747.8,818.4,889.0,937.6,986.2,1034.8,1083.4,1132.0,1195.0,1258.0,1321.0,1384.0,1447.0,1615.6,1784.2,1952.8,2121.4,2290.0,Sweden,6730.0
