,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
990,Nepal,,,,,,1645.0,1432.8,1220.6,1008.4000000000001,796.2,584.0,467.2,350.4,233.60000000000002,116.80000000000001,0.0,34.2,68.4,102.60000000000001,136.8,171.0,1435.2,2699.4,3963.6000000000004,5227.8,6492.0,5193.6,3895.2,2596.7999999999997,1298.3999999999996,0.0,New Zealand
991,Netherlands,,,,,,3405.0,2727.6,2050.2,1372.8000000000002,695.4000000000001,18.0,14.4,10.8,7.199999999999999,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1968.0,2952.0,3936.0,4920.0,New Zealand
992,Peru,,,,,,423.0,598.8,774.6,950.4000000000001,1126.2,1302.0,1053.0,804.0,555.0,306.0,57.0,210.0,363.0,516.0,669.0,822.0,1515.6,2209.2,2902.8,3596.4,4290.0,3432.0,2574.0,1716.0,858.0,0.0,New Zealand
993,Philippines,,,,,,234.0,298.2,362.4,426.6,490.8,555.0,444.0,333.0,222.0,111.0,0.0,96.6,193.2,289.79999999999995,386.4,483.0,386.4,289.8,193.20000000000005,96.60000000000002,0.0,340.8,681.6,1022.4000000000001,1363.2,1704.0,New Zealand
994,Poland,,,,,,261.0,212.4,163.8,115.19999999999999,66.6,18.0,14.4,10.8,7.199999999999999,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4,132.8,199.20000000000002,265.6,332.0,New Zealand
995,Romania,,,,,,125.0,100.0,75.0,50.0,25.0,0.0,12.6,25.2,37.8,50.4,63.0,128.2,193.4,258.6,323.8,389.0,553.0,717.0,881.0,1045.0,1209.0,967.2,725.4,483.5999999999999,241.79999999999995,0.0,New Zealand
996,Saint Vincent and the Grenadines,,,,,,1344.0,1362.6,1381.2,1399.8,1418.4,1437.0,1149.6,862.2,574.8000000000001,287.4000000000001,0.0,132.0,264.0,396.0,528.0,660.0,1223.4,1786.8,2350.2,2913.6,3477.0,2781.6,2086.2,1390.8000000000002,695.4000000000001,0.0,New Zealand
997,Samoa,,,,,,1644.0,1521.0,1398.0,1275.0,1152.0,1029.0,823.2,617.4,411.5999999999999,205.79999999999995,0.0,54.6,109.2,163.8,218.4,273.0,218.4,163.8,109.19999999999999,54.599999999999994,0.0,441.8,883.6,1325.4,1767.2,2209.0,New Zealand
998,Sierra Leone,,,,,,138.0,174.0,210.0,246.0,282.0,318.0,254.4,190.8,127.19999999999999,63.599999999999994,0.0,40.2,80.4,120.60000000000001,160.8,201.0,415.2,629.4,843.5999999999999,1057.8,1272.0,1017.6,763.2,508.79999999999995,254.39999999999998,0.0,New Zealand
999,Singapore,,,,,,118.0,136.8,155.6,174.4,193.2,212.0,169.6,127.2,84.80000000000001,42.400000000000006,0.0,32.4,64.8,97.19999999999999,129.6,162.0,129.6,97.2,64.80000000000001,32.400000000000006,0.0,153.0,306.0,459.0,612.0,765.0,New Zealand
1000,Somalia,,,,,,294.0,330.0,366.0,402.0,438.0,474.0,534.6,595.2,655.8,716.4,777.0,1117.2,1457.4,1797.6,2137.8,2478.0,4555.2,6632.4,8709.599999999999,10786.8,12864.0,10291.2,7718.4,5145.599999999999,2572.7999999999993,0.0,New Zealand
1001,South Africa,,,,,,297.0,326.4,355.8,385.2,414.6,444.0,553.2,662.4,771.6,880.8,990.0,1359.6,1729.2,2098.8,2468.4,2838.0,2270.4,1702.8,1135.1999999999998,567.5999999999999,0.0,1703.4,3406.8,5110.200000000001,6813.6,8517.0,New Zealand
1002,Spain,,,,,,102.0,151.2,200.4,249.60000000000002,298.8,348.0,312.6,277.2,241.8,206.4,171.0,217.2,263.4,309.6,355.8,402.0,775.8,1149.6,1523.4,1897.2,2271.0,1816.8,1362.6,908.4000000000001,454.20000000000005,0.0,New Zealand
1003,Sri Lanka,,,,,,84.0,165.0,246.0,327.0,408.0,489.0,445.2,401.4,357.6,313.8,270.0,289.8,309.6,329.4,349.2,369.0,295.2,221.4,147.60000000000002,73.80000000000001,0.0,337.4,674.8,1012.1999999999999,1349.6,1687.0,New Zealand
1004,Sweden,,,,,,270.0,249.0,228.0,207.0,186.0,165.0,132.0,99.0,66.0,33.0,0.0,14.4,28.8,43.2,57.6,72.0,265.8,459.6,653.4000000000001,847.2,1041.0,832.8,624.6,416.4000000000001,208.20000000000005,0.0,New Zealand
1005,Switzerland,,,,,,345.0,284.4,223.8,163.2,102.6,42.0,33.6,25.2,16.799999999999997,8.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.6,293.2,439.79999999999995,586.4,733.0,New Zealand
1006,Syria,,,,,,21.0,87.0,153.0,219.0,285.0,351.0,371.4,391.8,412.2,432.6,453.0,426.6,400.2,373.8,347.4,321.0,692.4,1063.8,1435.1999999999998,1806.6,2178.0,1742.4,1306.8,871.1999999999998,435.5999999999999,0.0,New Zealand
1007,Taiwan,,,,,,12.0,78.6,145.2,211.79999999999998,278.4,345.0,350.4,355.8,361.2,366.6,372.0,310.2,248.4,186.60000000000002,124.80000000000001,63.0,50.4,37.8,25.200000000000003,12.600000000000001,0.0,264.6,529.2,793.8000000000001,1058.4,1323.0,New Zealand
1008,Tanzania,,,,,,60.0,61.2,62.4,63.6,64.8,66.0,66.0,66.0,66.0,66.0,66.0,92.4,118.8,145.2,171.6,198.0,310.8,423.6,536.4,649.2,762.0,609.6,457.2,304.79999999999995,152.39999999999998,0.0,New Zealand
1009,Tonga,,,,,,435.0,541.2,647.4,753.6,859.8,966.0,772.8,579.6,386.4000000000001,193.20000000000005,0.0,99.6,199.2,298.79999999999995,398.4,498.0,616.2,734.4,852.6,970.8,1089.0,871.2,653.4,435.5999999999999,217.79999999999995,0.0,New Zealand
1010,United Kingdom,,,,,,31221.0,27054.0,22887.0,18720.0,14553.0,10386.0,8308.8,6231.6,4154.400000000001,2077.2000000000007,0.0,13.8,27.6,41.400000000000006,55.2,69.0,6881.4,13693.8,20506.199999999997,27318.6,34131.0,27304.8,20478.6,13652.400000000001,6826.200000000001,0.0,New Zealand
1011,United States,,,,,,1350.0,1273.8,1197.6,1121.4,1045.2,969.0,839.4,709.8,580.2,450.6,321.0,391.2,461.4,531.6,601.8,672.0,1150.8,1629.6,2108.4,2587.2,3066.0,2452.8,1839.6,1226.3999999999999,613.1999999999998,0.0,New Zealand
1012,Vietnam,,,,,,144.0,131.4,118.8,106.2,93.6,81.0,64.8,48.6,32.400000000000006,16.200000000000003,0.0,25.2,50.4,75.6,100.8,126.0,166.8,207.6,248.39999999999998,289.2,330.0,264.0,198.0,132.0,66.0,0.0,New Zealand
1013,Zambia,,,,,,48.0,60.0,72.0,84.0,96.0,108.0,105.6,103.2,100.8,98.4,96.0,105.0,114.0,123.0,132.0,141.0,178.8,216.6,254.39999999999998,292.2,330.0,264.0,198.0,132.0,66.0,0.0,New Zealand
1014,Zimbabwe,,,,,,171.0,145.2,119.4,93.6,67.8,42.0,86.4,130.8,175.2,219.6,264.0,324.6,385.2,445.8,506.4,567.0,932.4,1297.8,1663.1999999999998,2028.6,2394.0,1915.2,1436.4,957.5999999999999,478.79999999999995,0.0,New Zealand
1015,Angola,,,,,,6759.0,5407.2,4055.4,2703.6000000000004,1351.8000000000002,0.0,1479.6,2959.2,4438.799999999999,5918.4,7398.0,8319.0,9240.0,10161.0,11082.0,12003.0,11957.8,11912.6,11867.4,11822.2,11777.0,11220.2,10663.4,10106.6,9549.8,8993.0,Portugal
1016,Belgium,,,,,,161.0,129.4,97.8,66.19999999999999,34.599999999999994,3.0,33.4,63.8,94.19999999999999,124.6,155.0,171.0,187.0,203.0,219.0,235.0,238.4,241.8,245.2,248.6,252.0,240.0,228.0,216.0,204.0,192.0,Portugal
1017,Brazil,,,,,,1997.0,1711.0,1425.0,1139.0,853.0,567.0,808.0,1049.0,1290.0,1531.0,1772.0,1931.0,2090.0,2249.0,2408.0,2567.0,2653.2,2739.4,2825.6,2911.8,2998.0,2856.4,2714.8,2573.2,2431.6,2290.0,Portugal
1018,Canada,,,,,,70.0,58.2,46.4,34.599999999999994,22.799999999999997,11.0,56.6,102.2,147.8,193.4,239.0,290.6,342.2,393.8,445.4,497.0,462.6,428.2,393.8,359.4,325.0,309.8,294.6,279.4,264.2,249.0,Portugal
1019,Cape Verde,,,,,,550.0,440.0,330.0,220.0,110.0,0.0,74.0,148.0,222.0,296.0,370.0,386.6,403.2,419.8,436.4,453.0,497.0,541.0,585.0,629.0,673.0,641.2,609.4,577.6,545.8,514.0,Portugal
1020,"China, Macao SAR",,,,,,203.0,203.8,204.6,205.4,206.2,207.0,189.2,171.4,153.6,135.8,118.0,118.4,118.8,119.2,119.6,120.0,142.2,164.4,186.6,208.8,231.0,220.0,209.0,198.0,187.0,176.0,Portugal
1021,"Congo, Dem. Rep. of the",,,,,,277.0,221.6,166.2,110.80000000000001,55.400000000000006,0.0,6.4,12.8,19.200000000000003,25.6,32.0,25.6,19.2,12.799999999999997,6.399999999999999,0.0,31.2,62.4,93.6,124.8,156.0,148.6,141.2,133.8,126.4,119.0,Portugal
1022,"Congo, Rep. of the",,,,,,47.0,37.6,28.2,18.799999999999997,9.399999999999999,0.0,27.0,54.0,81.0,108.0,135.0,163.2,191.4,219.6,247.8,276.0,256.6,237.2,217.8,198.4,179.0,170.4,161.8,153.2,144.6,136.0,Portugal
1023,France,,,,,,633.0,506.4,379.8,253.20000000000005,126.60000000000002,0.0,622.4,1244.8,1867.1999999999998,2489.6,3112.0,3835.0,4558.0,5281.0,6004.0,6727.0,6204.6,5682.2,5159.8,4637.4,4115.0,3922.2,3729.4,3536.6,3343.8,3151.0,Portugal
1024,Germany,,,,,,580.0,464.0,348.0,232.0,116.0,0.0,213.0,426.0,639.0,852.0,1065.0,1258.4,1451.8,1645.2,1838.6,2032.0,1931.6,1831.2,1730.8,1630.4,1530.0,1457.0,1384.0,1311.0,1238.0,1165.0,Portugal
1025,Guinea-Bissau,,,,,,244.0,246.2,248.4,250.6,252.8,255.0,301.2,347.4,393.6,439.8,486.0,575.4,664.8,754.2,843.6,933.0,878.8,824.6,770.4,716.2,662.0,630.2,598.4,566.6,534.8,503.0,Portugal
1026,India,,,,,,552.0,441.6,331.2,220.79999999999995,110.39999999999998,0.0,33.0,66.0,99.0,132.0,165.0,132.0,99.0,66.0,33.0,0.0,88.8,177.6,266.4,355.2,444.0,422.8,401.6,380.4,359.2,338.0,Portugal
1027,Italy,,,,,,161.0,128.8,96.6,64.39999999999999,32.19999999999999,0.0,24.8,49.6,74.4,99.2,124.0,132.0,140.0,148.0,156.0,164.0,173.0,182.0,191.0,200.0,209.0,199.0,189.0,179.0,169.0,159.0,Portugal
1028,Moldova,,,,,,3.0,2.6,2.2,1.7999999999999998,1.4,1.0,46.4,91.8,137.2,182.6,228.0,285.0,342.0,399.0,456.0,513.0,458.6,404.2,349.8,295.4,241.0,228.8,216.6,204.4,192.2,180.0,Portugal
1029,Mozambique,,,,,,4272.0,3485.0,2698.0,1911.0,1124.0,337.0,1129.8,1922.6,2715.3999999999996,3508.2,4301.0,4785.0,5269.0,5753.0,6237.0,6721.0,6777.8,6834.6,6891.4,6948.2,7005.0,6673.0,6341.0,6009.0,5677.0,5345.0,Portugal
1030,Netherlands,,,,,,236.0,202.4,168.8,135.2,101.6,68.0,99.8,131.6,163.4,195.2,227.0,251.0,275.0,299.0,323.0,347.0,351.2,355.4,359.6,363.8,368.0,350.2,332.4,314.6,296.8,279.0,Portugal
1031,Russia,,,,,,4.0,3.4,2.8,2.2,1.6,1.0,49.4,97.8,146.2,194.6,243.0,305.4,367.8,430.2,492.6,555.0,500.2,445.4,390.6,335.8,281.0,267.8,254.6,241.4,228.2,215.0,Portugal
1032,Sao Tome and Principe,,,,,,218.0,174.4,130.8,87.19999999999999,43.599999999999994,0.0,52.6,105.2,157.8,210.4,263.0,298.8,334.6,370.4,406.2,442.0,433.6,425.2,416.8,408.4,400.0,381.0,362.0,343.0,324.0,305.0,Portugal
1033,South Africa,,,,,,88.0,75.8,63.6,51.400000000000006,39.2,27.0,99.0,171.0,243.0,315.0,387.0,475.4,563.8,652.2,740.6,829.0,764.6,700.2,635.8,571.4,507.0,483.2,459.4,435.6,411.8,388.0,Portugal
1034,Spain,,,,,,551.0,440.8,330.6,220.39999999999998,110.19999999999999,0.0,119.0,238.0,357.0,476.0,595.0,669.4,743.8,818.2,892.6,967.0,960.4,953.8,947.2,940.6,934.0,890.2,846.4,802.6,758.8,715.0,Portugal
1035,Switzerland,,,,,,102.0,81.6,61.2,40.800000000000004,20.400000000000006,0.0,20.2,40.4,60.599999999999994,80.8,101.0,112.6,124.2,135.8,147.4,159.0,160.2,161.4,162.6,163.8,165.0,157.0,149.0,141.0,133.0,125.0,Portugal
1036,Timor Leste,,,,,,119.0,95.2,71.4,47.599999999999994,23.799999999999997,0.0,18.4,36.8,55.199999999999996,73.6,92.0,97.8,103.6,109.4,115.2,121.0,128.4,135.8,143.2,150.6,158.0,150.6,143.2,135.8,128.4,121.0,Portugal
1037,Ukraine,,,,,,11.0,9.4,7.8,6.199999999999999,4.6,3.0,167.4,331.8,496.20000000000005,660.6,825.0,1032.4,1239.8,1447.2,1654.6,1862.0,1664.2,1466.4,1268.6,1070.8,873.0,830.2,787.4,744.6,701.8,659.0,Portugal
1038,United Kingdom,,,,,,759.0,613.4,467.8,322.20000000000005,176.60000000000002,31.0,134.8,238.6,342.4,446.2,550.0,582.0,614.0,646.0,678.0,710.0,761.2,812.4,863.6,914.8,966.0,920.0,874.0,828.0,782.0,736.0,Portugal
1039,United States,,,,,,360.0,288.0,216.0,144.0,72.0,0.0,50.6,101.2,151.8,202.4,253.0,266.0,279.0,292.0,305.0,318.0,346.0,374.0,402.0,430.0,458.0,436.4,414.8,393.2,371.6,350.0,Portugal
1040,Venezuela,,,,,,354.0,327.4,300.8,274.2,247.6,221.0,311.4,401.8,492.20000000000005,582.6,673.0,794.2,915.4,1036.6,1157.8,1279.0,1218.4,1157.8,1097.2,1036.6,976.0,930.0,884.0,838.0,792.0,746.0,Portugal
1041,Afghanistan,,,,,,8.0,20.2,32.4,44.599999999999994,56.8,69.0,95.6,122.2,148.8,175.4,202.0,258.8,315.6,372.4,429.2,486.0,513.0,540.0,567.0,594.0,621.0,662.8,704.6,746.4,788.2,830.0,Sweden
1042,Algeria,,,,,,27.0,38.4,49.8,61.2,72.6,84.0,103.4,122.8,142.2,161.6,181.0,171.8,162.6,153.4,144.2,135.0,139.0,143.0,147.0,151.0,155.0,180.8,206.6,232.4,258.2,284.0,Sweden
1043,Argentina,,,,,,57.0,116.8,176.6,236.39999999999998,296.2,356.0,311.0,266.0,221.0,176.0,131.0,136.6,142.2,147.8,153.4,159.0,188.2,217.4,246.6,275.8,305.0,284.8,264.6,244.4,224.2,204.0,Sweden
1044,Australia,,,,,,30.0,60.4,90.8,121.19999999999999,151.6,182.0,186.8,191.6,196.4,201.2,206.0,225.2,244.4,263.6,282.8,302.0,318.0,334.0,350.0,366.0,382.0,393.2,404.4,415.6,426.8,438.0,Sweden
1045,Austria,,,,,,134.0,164.0,194.0,224.0,254.0,284.0,230.2,176.4,122.60000000000002,68.80000000000001,15.0,27.0,39.0,51.0,63.0,75.0,76.4,77.8,79.2,80.6,82.0,140.8,199.6,258.4,317.2,376.0,Sweden
1046,Bangladesh,,,,,,34.0,82.0,130.0,178.0,226.0,274.0,273.4,272.8,272.2,271.6,271.0,266.2,261.4,256.6,251.8,247.0,297.6,348.2,398.8,449.4,500.0,660.0,820.0,980.0,1140.0,1300.0,Sweden
1047,Belgium,,,,,,23.0,47.6,72.2,96.80000000000001,121.4,146.0,126.2,106.4,86.6,66.8,47.0,60.2,73.4,86.6,99.8,113.0,122.0,131.0,140.0,149.0,158.0,171.0,184.0,197.0,210.0,223.0,Sweden
1048,Bolivia,,,,,,84.0,99.2,114.4,129.6,144.8,160.0,155.2,150.4,145.6,140.8,136.0,136.2,136.4,136.6,136.8,137.0,166.0,195.0,224.0,253.0,282.0,319.4,356.8,394.2,431.6,469.0,Sweden
1049,Bosnia and Herzegovina,,,,,,1017.0,813.6,610.2,406.79999999999995,203.39999999999998,0.0,1982.4,3964.8,5947.200000000001,7929.6,9912.0,8429.8,6947.6,5465.4,3983.2,2501.0,2710.2,2919.4,3128.6,3337.8,3547.0,3703.4,3859.8,4016.2,4172.6,4329.0,Sweden
1050,Brazil,,,,,,44.0,88.2,132.4,176.60000000000002,220.8,265.0,255.6,246.2,236.8,227.4,218.0,228.8,239.6,250.4,261.2,272.0,314.6,357.2,399.8,442.4,485.0,555.4,625.8,696.2,766.6,837.0,Sweden
1051,Bulgaria,,,,,,39.0,102.6,166.2,229.8,293.4,357.0,340.6,324.2,307.8,291.4,275.0,267.8,260.6,253.4,246.2,239.0,259.0,279.0,299.0,319.0,339.0,425.8,512.6,599.4,686.2,773.0,Sweden
1052,Canada,,,,,,46.0,80.4,114.8,149.2,183.6,218.0,209.8,201.6,193.4,185.2,177.0,195.4,213.8,232.2,250.6,269.0,273.8,278.6,283.4,288.2,293.0,320.2,347.4,374.6,401.8,429.0,Sweden
1053,Chile,,,,,,526.0,691.6,857.2,1022.8,1188.4,1354.0,1214.8,1075.6,936.4000000000001,797.2,658.0,695.2,732.4,769.6,806.8,844.0,1003.6,1163.2,1322.8,1482.4,1642.0,1625.0,1608.0,1591.0,1574.0,1557.0,Sweden
1054,China,,,,,,138.0,256.4,374.8,493.20000000000005,611.6,730.0,777.6,825.2,872.8,920.4,968.0,954.8,941.6,928.4,915.2,902.0,1027.0,1152.0,1277.0,1402.0,1527.0,2143.6,2760.2,3376.8,3993.4,4610.0,Sweden
1055,Colombia,,,,,,38.0,80.4,122.8,165.2,207.6,250.0,248.6,247.2,245.8,244.4,243.0,254.6,266.2,277.8,289.4,301.0,386.0,471.0,556.0,641.0,726.0,807.2,888.4,969.6,1050.8,1132.0,Sweden
1056,Croatia,,,,,,53.0,42.4,31.8,21.200000000000003,10.600000000000001,0.0,99.0,198.0,297.0,396.0,495.0,490.0,485.0,480.0,475.0,470.0,452.0,434.0,416.0,398.0,380.0,391.8,403.6,415.4,427.2,439.0,Sweden
1057,Cuba,,,,,,5.0,9.6,14.2,18.799999999999997,23.4,28.0,84.6,141.2,197.8,254.4,311.0,330.2,349.4,368.6,387.8,407.0,355.2,303.4,251.60000000000002,199.8,148.0,168.2,188.4,208.6,228.8,249.0,Sweden
1058,Czech Republic,,,,,,111.0,255.8,400.6,545.4000000000001,690.2,835.0,694.6,554.2,413.79999999999995,273.4,133.0,113.6,94.2,74.80000000000001,55.400000000000006,36.0,43.4,50.8,58.2,65.6,73.0,122.8,172.6,222.39999999999998,272.2,322.0,Sweden
1059,Denmark,,,,,,705.0,633.4,561.8,490.20000000000005,418.6,347.0,342.0,337.0,332.0,327.0,322.0,425.0,528.0,631.0,734.0,837.0,1141.0,1445.0,1749.0,2053.0,2357.0,2374.8,2392.6,2410.4,2428.2,2446.0,Sweden
1060,Egypt,,,,,,40.0,113.4,186.8,260.20000000000005,333.6,407.0,377.0,347.0,317.0,287.0,257.0,231.8,206.6,181.4,156.2,131.0,157.8,184.6,211.4,238.2,265.0,330.0,395.0,460.0,525.0,590.0,Sweden
1061,El Salvador,,,,,,20.0,40.4,60.8,81.19999999999999,101.6,122.0,128.6,135.2,141.8,148.4,155.0,136.2,117.4,98.6,79.8,61.0,80.6,100.2,119.80000000000001,139.4,159.0,168.6,178.2,187.8,197.4,207.0,Sweden
1062,Eritrea,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,16.0,20.0,78.8,137.6,196.39999999999998,255.2,314.0,316.8,319.6,322.4,325.2,328.0,397.6,467.2,536.8,606.4,676.0,Sweden
1063,Estonia,,,,,,210.0,187.6,165.2,142.8,120.4,98.0,173.0,248.0,323.0,398.0,473.0,400.0,327.0,254.0,181.0,108.0,165.6,223.2,280.8,338.4,396.0,509.6,623.2,736.8,850.4,964.0,Sweden
1064,Ethiopia,,,,,,147.0,237.8,328.6,419.4,510.2,601.0,614.6,628.2,641.8,655.4,669.0,627.4,585.8,544.2,502.6,461.0,432.0,403.0,374.0,345.0,316.0,484.0,652.0,820.0,988.0,1156.0,Sweden
1065,Finland,,,,,,5023.0,4018.4,3013.8,2009.1999999999998,1004.5999999999999,0.0,615.0,1230.0,1845.0,2460.0,3075.0,3100.6,3126.2,3151.8,3177.4,3203.0,2977.4,2751.8,2526.2,2300.6,2075.0,2032.4,1989.8,1947.2,1904.6,1862.0,Sweden
1066,France,,,,,,86.0,195.2,304.4,413.6,522.8,632.0,566.6,501.2,435.79999999999995,370.4,305.0,400.0,495.0,590.0,685.0,780.0,768.0,756.0,744.0,732.0,720.0,765.8,811.6,857.4,903.2,949.0,Sweden
1067,Germany,,,,,,767.0,969.6,1172.2,1374.8,1577.4,1780.0,1543.2,1306.4,1069.6,832.8,596.0,766.4,936.8,1107.2,1277.6,1448.0,1601.4,1754.8,1908.2,2061.6,2215.0,2776.8,3338.6,3900.3999999999996,4462.2,5024.0,Sweden
1068,Greece,,,,,,290.0,232.0,174.0,116.0,58.0,0.0,48.8,97.6,146.39999999999998,195.2,244.0,206.2,168.4,130.60000000000002,92.80000000000001,55.0,96.0,137.0,178.0,219.0,260.0,376.8,493.6,610.4,727.2,844.0,Sweden
1069,Hungary,,,,,,332.0,527.2,722.4,917.5999999999999,1112.8,1308.0,1084.0,860.0,636.0,412.0,188.0,185.8,183.6,181.4,179.2,177.0,177.2,177.4,177.6,177.8,178.0,366.0,554.0,742.0,930.0,1118.0,Sweden
1070,Iceland,,,,,,57.0,179.8,302.6,425.4,548.2,671.0,546.4,421.8,297.20000000000005,172.60000000000002,48.0,46.2,44.4,42.6,40.8,39.0,90.4,141.8,193.2,244.6,296.0,328.4,360.8,393.2,425.6,458.0,Sweden
1071,India,,,,,,111.0,219.8,328.6,437.4,546.2,655.0,602.4,549.8,497.2,444.6,392.0,452.0,512.0,572.0,632.0,692.0,884.4,1076.8,1269.2,1461.6,1654.0,1867.8,2081.6,2295.4,2509.2,2723.0,Sweden
1072,Indonesia,,,,,,20.0,34.6,49.2,63.8,78.4,93.0,82.0,71.0,60.0,49.0,38.0,51.2,64.4,77.6,90.8,104.0,143.4,182.8,222.2,261.6,301.0,314.2,327.4,340.6,353.8,367.0,Sweden
1073,Iran,,,,,,572.0,1440.6,2309.2,3177.8,4046.4,4915.0,4907.8,4900.6,4893.4,4886.2,4879.0,4595.0,4311.0,4027.0,3743.0,3459.0,3560.2,3661.4,3762.6,3863.8,3965.0,4750.4,5535.8,6321.2,7106.6,7892.0,Sweden
1074,Iraq,,,,,,353.0,573.0,793.0,1013.0,1233.0,1453.0,1955.8,2458.6,2961.4,3464.2,3967.0,4115.0,4263.0,4411.0,4559.0,4707.0,4894.0,5081.0,5268.0,5455.0,5642.0,7235.4,8828.8,10422.2,12015.6,13609.0,Sweden
1075,Ireland,,,,,,28.0,42.2,56.4,70.6,84.8,99.0,99.8,100.6,101.4,102.2,103.0,112.4,121.8,131.2,140.6,150.0,176.4,202.8,229.2,255.6,282.0,279.2,276.4,273.6,270.8,268.0,Sweden
1076,Israel,,,,,,36.0,47.2,58.4,69.6,80.8,92.0,92.6,93.2,93.8,94.4,95.0,93.4,91.8,90.2,88.6,87.0,114.4,141.8,169.2,196.6,224.0,216.8,209.6,202.4,195.2,188.0,Sweden
1077,Italy,,,,,,101.0,80.8,60.6,40.400000000000006,20.200000000000003,0.0,37.8,75.6,113.39999999999999,151.2,189.0,231.0,273.0,315.0,357.0,399.0,396.4,393.8,391.2,388.6,386.0,468.6,551.2,633.8,716.4,799.0,Sweden
1078,Japan,,,,,,42.0,125.4,208.8,292.20000000000005,375.6,459.0,390.4,321.8,253.20000000000002,184.60000000000002,116.0,142.4,168.8,195.2,221.6,248.0,264.0,280.0,296.0,312.0,328.0,342.8,357.6,372.4,387.2,402.0,Sweden
1079,Kenya,,,,,,14.0,25.6,37.2,48.8,60.4,72.0,78.6,85.2,91.8,98.4,105.0,112.0,119.0,126.0,133.0,140.0,144.8,149.6,154.4,159.2,164.0,191.2,218.4,245.6,272.8,300.0,Sweden
1080,Korea,,,,,,38.0,83.6,129.2,174.8,220.4,266.0,336.4,406.8,477.20000000000005,547.6,618.0,755.8,893.6,1031.4,1169.2,1307.0,1232.6,1158.2,1083.8,1009.4,935.0,956.4,977.8,999.2,1020.6,1042.0,Sweden
1081,Latvia,,,,,,33.0,58.2,83.4,108.6,133.8,159.0,158.2,157.4,156.6,155.8,155.0,151.2,147.4,143.6,139.8,136.0,166.4,196.8,227.2,257.6,288.0,385.4,482.8,580.2,677.6,775.0,Sweden
1082,Lebanon,,,,,,179.0,203.8,228.6,253.4,278.2,303.0,455.8,608.6,761.4000000000001,914.2,1067.0,952.8,838.6,724.4,610.2,496.0,566.4,636.8,707.2,777.6,848.0,958.0,1068.0,1178.0,1288.0,1398.0,Sweden
1083,Lithuania,,,,,,7.0,10.6,14.2,17.8,21.4,25.0,40.8,56.6,72.4,88.2,104.0,121.4,138.8,156.2,173.6,191.0,266.0,341.0,416.0,491.0,566.0,718.4,870.8,1023.2,1175.6,1328.0,Sweden
1084,Macedonia,,,,,,15.0,12.0,9.0,6.0,3.0,0.0,22.4,44.8,67.19999999999999,89.6,112.0,133.6,155.2,176.8,198.4,220.0,226.0,232.0,238.0,244.0,250.0,278.0,306.0,334.0,362.0,390.0,Sweden
1085,Mexico,,,,,,23.0,46.8,70.6,94.4,118.2,142.0,132.4,122.8,113.2,103.6,94.0,112.0,130.0,148.0,166.0,184.0,219.6,255.2,290.8,326.4,362.0,374.2,386.4,398.6,410.8,423.0,Sweden
1086,Morocco,,,,,,76.0,64.8,53.6,42.400000000000006,31.200000000000003,20.0,93.8,167.6,241.39999999999998,315.2,389.0,355.4,321.8,288.2,254.6,221.0,256.2,291.4,326.6,361.8,397.0,458.2,519.4,580.6,641.8,703.0,Sweden
1087,Netherlands,,,,,,95.0,185.6,276.2,366.79999999999995,457.4,548.0,471.8,395.6,319.4,243.2,167.0,233.2,299.4,365.6,431.8,498.0,550.2,602.4,654.6,706.8,759.0,856.4,953.8,1051.2,1148.6,1246.0,Sweden
1088,Nigeria,,,,,,7.0,18.4,29.8,41.2,52.6,64.0,70.6,77.2,83.8,90.4,97.0,98.6,100.2,101.8,103.4,105.0,157.8,210.6,263.4,316.2,369.0,460.0,551.0,642.0,733.0,824.0,Sweden
1089,Norway,,,,,,987.0,789.6,592.2,394.79999999999995,197.39999999999998,0.0,70.2,140.4,210.60000000000002,280.8,351.0,505.6,660.2,814.8,969.4,1124.0,1279.2,1434.4,1589.6,1744.8,1900.0,1779.0,1658.0,1537.0,1416.0,1295.0,Sweden
1090,Occupied Palestinian Territory,,,,,,13.0,24.0,35.0,46.0,57.0,68.0,72.8,77.6,82.4,87.2,92.0,81.0,70.0,59.0,48.0,37.0,81.4,125.8,170.2,214.6,259.0,279.4,299.8,320.2,340.6,361.0,Sweden
1091,Pakistan,,,,,,66.0,95.6,125.2,154.8,184.4,214.0,203.0,192.0,181.0,170.0,159.0,174.6,190.2,205.8,221.4,237.0,314.0,391.0,468.0,545.0,622.0,1138.6,1655.2,2171.8,2688.4,3205.0,Sweden
1092,Peru,,,,,,41.0,76.4,111.8,147.2,182.6,218.0,307.6,397.2,486.79999999999995,576.4,666.0,634.8,603.6,572.4,541.2,510.0,539.8,569.6,599.4,629.2,659.0,684.2,709.4,734.6,759.8,785.0,Sweden
